# forge-autoname: evidence-based names for FUN_* (name->check workflow wf_698bd133-f69, 2026-07-21)
# addr	name	plate_comment  (high+medium confidence, checker-confirmed)
005957d9	CUserProfileManager_VerifyAndLoadProfile	[forge-autoname conf=high <- wf] Thiscall reads profile signature via VerifySignature, constructs CTavernTableDef from CWideString via operator=
005b1ac5	BinarySearchTree_FindClosestNode	[forge-autoname conf=high <- wf] Thiscall BST search for uint, navigates +4/+0xc/+8 children, returns node where key >= *param_2 or closest predecessor
005dcc00	AnimDef_FilterAnimationList	[forge-autoname conf=high <- wf] Thiscall filters animations via param_4 functor callback, called by GetAnimFromName/GetRandomAnimFromName, uses GFROR13 for random selection
005f8f89	CRGBColour_CopyAssign	[forge-autoname conf=medium <- wf] Thiscall on param_1, copies colour data via _Copy_impl, updates offset+4; name overstates stdlib origin
00632d30	List_InsertNode	[forge-autoname conf=medium <- wf] Allocates 0x18 node, calls CCharString constructor, manages link pointers at +4/+8/+c as described
00661540	AngleBetweenPositions	[forge-autoname conf=high <- wf] Calls fpatan on coordinate differences (param_2[1]-param_1[1], param_2[0]-param_1[0]); matches caller context
0066b120	CTCSoundPlayer_GetSoundState	[forge-autoname conf=medium <- wf] Thiscall on CTCSoundPlayer but returns EAIStateGroupType not GetCurrentStateGroupType result directly; GetSoundState is more accurate
00675230	std::vector_copy_constructor	[forge-autoname conf=medium <- wf] Initializes vector param+0/1/2, calls _Uninit_copy, malloc-based allocation as described
00686f60	CVectorMap_FindMeshVolume	[forge-autoname conf=medium <- wf] Fastcall on CVectorMap, calls LowerBound, returns element or nullptr for key-value map lookup
006b5be0	std::vector_insert_with_alloc	[forge-autoname conf=medium <- wf] Reallocates vector with copy of existing elements plus single/multiple new elements; pattern matches insert
006b9e00	LTextTreeWalkThrough_CopyAssign	[forge-autoname conf=high <- wf] Thiscall on LTextTreeWalkThrough, calls BuildTreeArray, copies tree walker state from param_2 to param_1
006bd9b0	CMusicManager_CopyAssign	[forge-autoname conf=high <- wf] Thiscall on CMusicManager, copies multiple fields from param_2 to param_1; calls IsDangerMusicEnabled and FUN_006bd900
006e9700	CCombatWheel_ValidateSequencePosition	[forge-autoname conf=medium <- wf] Calls AddCombinationBlend, IsCombatRingOuterRing; validates combat wheel position; used in sequence setup
007091a0	std::vector_insert_range_with_alloc	[forge-autoname conf=medium <- wf] Reallocates vector, copies range via _Uninit_copy, adds elements via fill pattern like insert-range
00738eb0	DestroyLinkedListRecursive	[forge-autoname conf=high <- wf] Recursive destruction: follows +0xc links, decrements refcount at +0x18, frees nodes; matches pattern exactly
0073dff0	CRCHashedString_SetAndHash	[forge-autoname conf=medium <- wf] Assigns CCharString at param_1+4, computes CRC hash via Calc at param_1+8; string with hash storage pattern
007934f0	BinarySearchTree_InsertNewNode	[forge-autoname conf=medium <- wf] BST insertion: calls FUN_00792c40 to find position, constructs local icicle, returns node+5
007e46d0	ETCInterfaceType_GetVisibility	[forge-autoname conf=medium <- wf] Checks flag at +0x30, returns visibility bit via LowerBound result; name should be GetVisibility not IsVisible
00841fc0	std::vector_move_and_cleanup	[forge-autoname conf=medium <- wf] Calls _Move, iterates range freeing allocated pointers, updates vector pointers; reallocation with cleanup
00851bd0	CTCHeroExperience_GetAbilityMultiplier	[forge-autoname conf=high <- wf] Thiscall on CTCHeroExperience, iterates abilities, gets levels via GetAbilityLevel/GetTrainableStatMaxLevel; returns weighted multiplier
0087c6b0	Animation_GetRotationDotProduct	[forge-autoname conf=medium <- wf] Calls GetRotationInAnimation, computes sin/cos-based dot product; verb order should be GetRotationDotProduct
009ef6e0	DestroyBinaryTree_EHeroMorphType	[forge-autoname conf=high <- wf] Recursive tree destruction for EHeroMorphType pairs, decrements refcounts, frees nodes via operator_delete
009f0320	NQuestManager_InitializeMapsList	[forge-autoname conf=medium <- wf] Fastcall initializes 3 linked-list map structures at param_1[1]/[4]/[7]; plural Maps better than Map
009f6ac0	std::vector_CInputEvent_insert	[forge-autoname conf=medium <- wf] Reallocates vector, inserts CInputEvent copies, calls _Uninit_copy and destructor loop
00a77780	NavigationGraph_BreadthFirstSearch	[forge-autoname conf=high <- wf] BFS with doubly-linked queue; used by CanNavigateToPos; returns 1 if target reachable, 0 otherwise
00a827d0	DestroyBinaryTreeRange	[forge-autoname conf=high <- wf] Fastcall iterates range, destroys linked-list nodes recursively; used by LoadFromFile, FinishWithDynamicTextures
00aa87e0	C3DMeshFileXLoader_AddMeshToQueue	[forge-autoname conf=medium <- wf] Thiscall adds element to load queue at +0x20, increments refcount if payload, calls FUN_00aa94e0 if full
00ad4620	BTree_InsertPair	[forge-autoname conf=medium <- wf] Allocates 0x20 node, stores 4-int pair and refcounted pointer; B-tree node insertion pattern
00ae5d80	std::vector_from_range	[forge-autoname conf=medium <- wf] Constructs vector from range; allocates, copies 8-byte-chunked elements to new buffer
00b059f0	CVectorMap_LookupAndCopyVolume	[forge-autoname conf=medium <- wf] Thiscall looks up key, returns success/fail with volume data copied to param_2; LookupVolume undersells the copy side-effect
00b2f060	CCreatureAction_NavToPos_Insert	[forge-autoname conf=high <- wf] Thiscall on CCreatureAction_NavToPos, clones or allocates action, inserts into doubly-linked list
00b97580	DestroyLinkedListRecursive_Variant	[forge-autoname conf=high <- wf] Recursive linked-list destruction identical to 00738eb0; used by OnKill, FinishWithDynamicTextures
00bec8d0	CEngineInternalPrimitive_UpdateVisibilityVector	[forge-autoname conf=medium <- wf] Thiscall resizes visibility vector from +0x88, fills with LowerBound results for primitive culling
00c0bda0	CCharString_AllocFromSize	[forge-autoname conf=medium <- wf] Allocates string buffer via operator_new, validates size range, initializes refcount at offset 0
00c23c10	NScript_InitializeEventSubscription	[forge-autoname conf=medium <- wf] Thiscall initializes predicate-based event subscription; allocates event arrays via operator_new
00c4d070	CCombatSequenceManager_ProcessAction	[forge-autoname conf=high <- wf] Thiscall on CCombatSequenceManager; processes combat action via query methods, pushes to sequences
00c6d410	SIMD_AccumulateWeightedSamples_16bit	[forge-autoname conf=medium <- wf] Thiscall uses pmulhw/paddsw SIMD ops on 16-bit samples; accumulates 8 outputs via SSE animation sampling
00c6f1a0	SIMD_AccumulateWeightedSamples_64bit	[forge-autoname conf=medium <- wf] Thiscall uses pmulhw on 64-bit values; accumulates to param_4[0..3]; double-precision SIMD blend
00c8d9c0	CRegionMinimap_CRegionMinimap	[forge-autoname conf=medium <- wf] Thiscall pattern, calls CRegionMinimap constructor, small wrapper function - constructor evidence is clear
00431606	Map_InsertStringKeyNode	[forge-autoname conf=medium <- wf] Binary tree insertion with CCharString comparison at offset 0x10; callers are map serializers; tree traversal at offsets 0x8/0xc match binary tree
00433df0	Array_AssignFrom	[forge-autoname conf=medium <- wf] Calls malloc, free, _Uninit_copy, destructor; two array-like parameters; standard vector assignment pattern
0045baaa	CActiveFile_AssignFrom	[forge-autoname conf=medium <- wf] Takes CActiveFile parameters not generic vector; calls OnReadFinished and CActiveFile-specific methods; rename to reflect actual type
00462e78	CSimpleMemoryPool_AssignFrom	[forge-autoname conf=medium <- wf] Two CSimpleMemoryPool parameters, calls AllocateType<char>, OnReadFinished, memmove; memory pool assignment logic is clear
0049b3b0	Vector_EraseRange	[forge-autoname conf=medium <- wf] Calls Uninitialise and operator=; erases elements from vector starting at param_2; adjusts end pointer
0049b760	Vector_InsertElement	[forge-autoname conf=medium <- wf] Inserts one element at index param_2; calls FUN_0043336a for range shift; thiscall vector insertion
004bc4f0	CTCGraphicAppearance_CreateAbilityMeshObject	[forge-autoname conf=medium <- wf] Calls GetAbilityLevel, C3DMeshObject constructor; callers are GetHelperPoint, GetDummyObject; creates mesh for ability context
004c10e0	CTCGraphicAppearance_UpdateHelperPointOffset	[forge-autoname conf=medium <- wf] Calls GetHelperPoint; updates member offsets at +0x28/0x2c/0x30; calculates offset from helper point
004c5690	LinkedList_ClearAndDestroy	[forge-autoname conf=medium <- wf] Iterates through linked list via *_Memory, calls free and destructor; destructor pattern on each node
004e539f	Map_InsertLongKey	[forge-autoname conf=medium <- wf] Binary tree insertion for long/uint keys at offset 0x10; callers ConstructItemCategoryList, ConstructPCExpressionCategoryList
00512630	Vector_InitFromValue	[forge-autoname conf=medium <- wf] Initializes vector with malloc, fills begin/current/end pointers; loops copying param_3 param_2 times
00519970	TreeNode_DestroyRecursive	[forge-autoname conf=medium <- wf] Recursive call at offset 0xc (left child); frees allocated nodes; standard recursive tree destruction
005237f0	CThingDeadCreature_UpdateBulletTimeAndName	[forge-autoname conf=medium <- wf] Thiscall, calls WorldUpdateBulletTime, operator= for CCharString at member offset; updates creature state
0052d740	LinkedList_InsertNode	[forge-autoname conf=medium <- wf] Allocates 0xc-sized node via malloc; inserts into linked list at head; updates pointers at offsets matching linked list
0054a2a0	Vector_ReallocateAndCopy	[forge-autoname conf=medium <- wf] Calls malloc, _Uninit_copy, _Uninit_fill_n, _Destroy_range; standard vector reallocation with element copying
00553690	TreeNode_DestroyRecursiveWithRefcount	[forge-autoname conf=medium <- wf] Recursive tree destruction with refcount decrement at offset 0x18; calls operator_delete; matches pattern of refcounted node destruction
0055f710	LHNetworkLib_RequestLoginWithCredentials	[forge-autoname conf=medium <- wf] Strings 'X-LH-Username', 'Login', 'X-LH-Login'; LHHttp2 constructor, CryptoMatic calls; network login setup is evident
00560bb0	LHNetworkLib_DecryptResponseDocument	[forge-autoname conf=medium <- wf] Calls GetDocumentSize, GetDocument, CryptoMatic, FUN_00567d00; HTTP response decryption pattern
00569e30	Vector_ReallocateStructArray	[forge-autoname conf=medium <- wf] Calls malloc, FUN_00568e70, FUN_00568f10, _Uninit_copy; reallocates vector with 0xc-sized elements
005b2872	Shop_InsertItemByPrice	[forge-autoname conf=medium <- wf] Binary tree insertion for shop items sorted by price; calls Compare and FUN_004294e2; uint comparison at offset 0x10
005b3275	Tattoo_ReallocateAndCopy	[forge-autoname conf=medium <- wf] Calls malloc, _Uninit_copy, _Uninit_fill_n, OnReadFinished; vector reallocation for tattoo data
005dc020	CVectorMap_LookupOrGetEnd	[forge-autoname conf=high <- wf] Calls Calc (CRC hash), LowerBound; CVectorMap hash lookup with fallback to end iterator
0065431d	NPlayerGui_CStatBase_CStatBase	[forge-autoname conf=high <- wf] Calls CStatBase constructor with param_2; initializes stat bar UI; vtable setup indicates class constructor
0065c2d0	CTCHeroOpinionDeedLog_ProcessCrimeDeeds	[forge-autoname conf=high <- wf] Calls GetNoAllocatedAreas, LowerBound, GetDeedFromHandle, RemoveCrime; processes deeds and removes crimes from village
00696b70	TreeSet_InsertStringKey	[forge-autoname conf=medium <- wf] Binary tree insertion for CBasicString keys; calls operator<, FUN_00695c80, FUN_006969d0; tree traversal pattern
006c59e0	AIState_DestroyWithPointerCleanup	[forge-autoname conf=medium <- wf] Calls FUN_006c77e0 (clear list), free, destructor; destroys AI state with cleanup of pointers and refcounts
007196d0	Vector_ReallocateAndCopyMorphs	[forge-autoname conf=medium <- wf] Calls malloc, free, _Move, _Fill; vector reallocation for 0x28-sized texture morph elements
007355f0	CCreatureAction_InitializeForCombat	[forge-autoname conf=high <- wf] Large function (2525 bytes); calls RegisterCombatant, DeregisterCombatant, AddCombinationBlend, GetAlignment; combat initialization is evident from callees and structure
007379d0	CCombatAbilityBlockingData_UpdateFromEquipped	[forge-autoname conf=medium <- wf] Calls GetPItem; callers Update, FrameUpdate, AddAsUser; updates blocking data from equipped item
0073e040	CAnimFilterOf2Groups_Blend	[forge-autoname conf=medium <- wf] Calls Calc, operator=; callers show animation blending context; blends animation between two groups
0076a030	Array_MoveBackwardCopy	[forge-autoname conf=medium <- wf] Calls malloc, _Move_backward; allocates and moves array elements backward; used in array shifting operations
007ae0e0	List_DestroyRecursiveWithFree	[forge-autoname conf=medium <- wf] Recursive call to itself; frees nodes; decrements refcount; similar to 00553690 but without refcount check before operator_delete
00812790	Faction_FindMemberIndex	[forge-autoname conf=medium <- wf] No callees; callers IsMember, AddNewMember, DeactivateMember, RemoveMember; binary search pattern for member lookup in faction
00929fc0	CAIStateGroupBase_SelectRandomElement	[forge-autoname conf=medium <- wf] thiscall on CAIStateGroupBase confirmed, but GetAllThings is typed to CThingAICreature; evidence supports creature list but selection logic suggests generic random selection from any filtered list.
009c05c0	CGuiControlTreePane_RebuildTreeFromArray	[forge-autoname conf=medium <- wf] thiscall rebuilds tree, calls BuildTreeArray, FUN_009c2780/009c29b0 manipulate tree nodes, walker pattern confirmed.
009e1750	CCombatWheel_ReallocTriArray	[forge-autoname conf=medium <- wf] thiscall on CCombatWheel, malloc with CQuickDrawTriInfo constructor, ResetRings call confirms intent and class.
009ec890	CConsole_ExecuteConfigFile	[forge-autoname conf=high <- wf] thiscall on CConsole, opens CDiskFileWin32, reads file, calls GFRemoveComments and RunTextCommand—evidence fully supports config file execution.
00a55f90	Matrix_RotationAroundAxis	[forge-autoname conf=high <- wf] thiscall on float array matrix, fcos/fsin for rotation, initializes 4x4 matrix with axis-angle—axis-angle rotation clearly evident.
00ad3720	LTextTreeWalkThrough_CopyAssign	[forge-autoname conf=medium <- wf] Explicit class LTextTreeWalkThrough in param type and callers, calls BuildTreeArray and FUN_00ad3230 (clone), tree operations confirmed.
00ad4810	LTextTreeWalkThrough_Erase	[forge-autoname conf=medium <- wf] thiscall tree erase, calls FUN_00ad28e0, rebalances tree pointers after removal. Clear tree node removal pattern.
00adc190	LTextTreeWalkThrough_DestroyRange	[forge-autoname conf=medium <- wf] fastcall destroys array of LTextTreeWalkThrough, calls BuildTreeArray to clean node lists, free memory. Type evidence and semantics clear.
00b10360	CParticleDataSource_ApplyAxisRotation	[forge-autoname conf=medium <- wf] thiscall applies axis rotation via flags 0x4000000/0x8000000, rotates 3D vector parameter. Axis-angle rotation operations evident.
00bda090	EdgeList_AppendNode	[forge-autoname conf=medium <- wf] thiscall on mesh tile, mallocs 12-byte edge node, links to linked list. Specific to mesh but 'Edge' is clearer than full class claim.
00c069d0	LZSS_Decompress	[forge-autoname conf=high <- wf] fastcall LZSS loop with variable-length lookback encoding, classic decompression pattern. No callees needed.
00c0bd60	MessageEvent_Validate	[forge-autoname conf=medium <- wf] thiscall validates string pointer with _stricmp on param_1 and param_2; not a clear Message/Event class method despite name.
00c4dbe0	CAudioDriver_GetErrorCode	[forge-autoname conf=high <- wf] fastcall audio error polling, loads alGetError via GetProcAddress, returns error code with special mapping (a005->4).
00c52e40	InitCPUCapabilities	[forge-autoname conf=high <- wf] No params, initializes CPUID data (brand, cache, FP flags), populates global DAT_0143bc* variables. CPU info initialization clear.
00c8cd30	Timecode_UnpackBytes	[forge-autoname conf=medium <- wf] fastcall reads timecode bytes, bitshifts to assemble 8-byte value. Generic timecode unpacking, class claim not supported.
00c8d690	WeatherRenderer_ProcessStream	[forge-autoname conf=medium <- wf] fastcall processes particle/weather stream, calls FUN_00c8cd30/cf20/cef0. Class likely but internal stream data handling unclear from signature.
00c908e0	VertexBuffer_GetRange	[forge-autoname conf=medium <- wf] fastcall returns vertex range [start, end), computes from offsets. Generic vertex buffer operation, not class-specific.
00c917b0	AlignValue_8Byte	[forge-autoname conf=medium <- wf] fastcall aligns value to 8-byte boundary with bit operations. Rename to avoid '8ByteBoundary' redundancy; function-level only.
00cb0bc0	Win32ErrorToHRESULT	[forge-autoname conf=high <- wf] Converts GetLastError() to HRESULT; returns 0x80004005 if 0, encodes as 0x80070000|code otherwise. Standard Windows error conversion.
00e80d60	CTCCarryable_Initialize	[forge-autoname conf=medium <- wf] fastcall on CTCCarryable for AskForFish, creates CFourierAnalysis and populates HERO/FISH components. Initialization not full UI setup.
0042d2c6	CMemoryAllocatorVariableSize_FindAllocationNode	[forge-autoname conf=high <- wf] thiscall complex BST search in memory allocator; compares param_4 sizes against nodes, calls GetNoAllocatedAreas. Class and purpose clear.
00446b40	VectorMap_LookupValue	[forge-autoname conf=medium <- wf] thiscall LowerBound in CVectorMap, calls vtable offset 0x18. Generic lookup, not weapon-specific despite usage.
00446b90	VectorMap_LookupValue	[forge-autoname conf=medium <- wf] thiscall LowerBound in CVectorMap, calls vtable offset 0x1c. Generic lookup, not secondary-weapon-specific.
0045dd2c	CTCCarryable_CopyAssign	[forge-autoname conf=high <- wf] thiscall copy-assign CTCCarryable, calls OnKill and FUN_0045dd9f (clone tree), updates tree pointers. Copy-assign semantics clear.
00471e44	CActiveFile_CopyAssign	[forge-autoname conf=high <- wf] thiscall copy-assign CActiveFile, calls FUN_00471f13 (reallocate) and OnReadFinished, copies dwords. Copy-assign semantics fully evident.
004ac4b0	LinkedList_AppendNode	[forge-autoname conf=medium <- wf] thiscall mallocs 12-byte node, links *param_2 value, appends to linked list. Generic linked list node append, not class-scoped.
004ad690	LinkedList_DestroyRecursive	[forge-autoname conf=medium <- wf] Recursively destroys linked list, calls FUN_004ad690 on child, releases refcount, free each node. Generic recursive destruction.
00512ce0	LTextTreeWalkThrough_Assign	[forge-autoname conf=medium <- wf] thiscall LTextTreeWalkThrough assign, calls BuildTreeArray and FUN_005114f0 (clone), updates tree pointers. Class and method clear.
00513700	std::list<CFeatDef>::_Cons_node	[forge-autoname conf=medium <- wf] Allocates 0x14-byte node, initializes doubly-linked list pointers; but _Cons_val suggests value constructor, evidence shows node-level initialization. Rename to clarify node vs value.
005149f0	vector_insert_erase	[forge-autoname conf=medium <- wf] Takes vector, position, count, value; pattern matches vector::insert but code shows fill + memmove for element shifting. More general than 'insert_range'.
00515320	std::vector<C2DLineF>::operator=	[forge-autoname conf=medium <- wf] Thiscall on vector, copies from param_2, reallocation (malloc/free), _Copy_impl call; vector assignment pattern confirmed.
005178a0	std::vector<undefined4>::push_back	[forge-autoname conf=medium <- wf] Checks buffer exhausted (param_1+4 vs param_1+8), copies *param_2 or calls FUN_00464ace for reallocation; classic push_back.
00521eb0	Save_WriteEntityHierarchy	[forge-autoname conf=high <- wf] String literals 'XXXSectionStart', 'NewThing', 'EndThing', 'XXXSectionEnd' present; iterates entities, calls GetTypeName, builds serialized output.
005692b0	std::map<int,int>::insert	[forge-autoname conf=medium <- wf] Binary tree structure (offsets +8/-left, +0xc/-right, +0x10/-key), calls FUN_00568230 to insert new node; BST insert pattern confirmed.
0057fcdd	std::vector<ulong>::vector	[forge-autoname conf=medium <- wf] Initializes vector with size param_2, calls CCharString constructor then _Fill_n; evidence supports vector copy-constructor but CCharString involvement is confusing. Name is descriptive enough but rat
0058119b	CBankFile::CompareDataOffset::operator()	[forge-autoname conf=medium <- wf] Calls CBankFile::CompareDataOffset::operator(), FUN_0057f906, FUN_00580658; evidence shows it wraps a comparison but the actual operator() pattern is indirect. Simpler as 'CompareDataOffset_invoke'.
00592f92	std::map<int,int>::find	[forge-autoname conf=medium <- wf] BST search with key comparison at offset +0x10; classic binary tree traversal and return pattern.
006650e0	CThingCreatureBase::CanSeeTarget	[forge-autoname conf=high <- wf] Thiscall on CThingCreatureBase, calls GetHeadPos, IsPosInViewRange, checks vision range; sight-check operation confirmed.
0066c3f0	std::vector<uint>::_Ufill	[forge-autoname conf=medium <- wf] Allocates/reallocates vector, fills count dwords with *param_3, handles memmove; standard vector insert-fill pattern.
00681e60	SetPersonalityOverride_BuildOpinionTable	[forge-autoname conf=high <- wf] String 'OPINION_PERSONALITY' present; loads personality tree from CThingPhysicalSwitchDef, fills opinion array; personality system setup confirmed.
0069d900	std::map<int,int>::insert	[forge-autoname conf=medium <- wf] BST insert with binary tree traversal (offsets +8/-left, +0xc/-right), calls FUN_0069d520 to create new node; map insertion confirmed.
006b58f0	std::vector<unsigned_int>::vector	[forge-autoname conf=medium <- wf] Copy-constructs vector, allocates 0xc-byte chunks, calls _Uninit_copy; vector copy constructor confirmed.
006b6840	std::vector<CMusicEntry>::vector	[forge-autoname conf=medium <- wf] Copy-constructs vector, allocates 0x30-byte chunks (size of CMusicEntry), calls _Move; music entry vector constructor confirmed.
006ba420	std::pair<CCharString,CCharString>::pair	[forge-autoname conf=medium <- wf] Fastcall constructor, initializes two CCharString members (offset +4 and +0x10), allocates two 0x14-byte list heads; pair constructor confirmed.
006c4060	std::find<CBaseIntelligentPointer*,CBaseIntelligentPointer>	[forge-autoname conf=medium <- wf] Linear search with 0x20-byte strides checking CBaseIntelligentPointer via GetPItem; STL find with unrolled loop confirmed.
006d73d0	CEngine_GetExperienceMultiplier	[forge-autoname conf=medium <- wf] Thiscall on CEngine, calls GetEditorAnimation, calls FUN_006dabe0; but no multiplier computation visible in decompiled code - returns float but unclear what multiplies. Use descriptive name without cl
006f2680	std::vector<uint>::_Ufill	[forge-autoname conf=medium <- wf] Identical pattern to 0066c3f0; reallocates vector, inserts count elements via fill.
0070ec30	Navigator_UpdateBuildingTreeUI	[forge-autoname conf=medium <- wf] Fastcall on CNearestBuildingWithProperty, calls FrameUpdate on queues, SortTreeRecursively, constructs tree; too vague about the building property context.
007119c0	AnimSet_CopyIntoList	[forge-autoname conf=medium <- wf] Iterates linked list (param_2 to param_3), copies CAnimSet nodes into doubly-linked list at param_1; list copy operation confirmed.
00738980	GetTCInterface_LowerBound	[forge-autoname conf=medium <- wf] Searches ETCInterfaceType=4 in CVectorMap via LowerBound but descriptor is vague; evidence shows TC interface lookup, but 'GetTCInterface_LowerBound' is less clear than 'TC_GetInterfaceByType'.
007398b0	std::vector<CBaseIntelligentPointer>::push_back	[forge-autoname conf=medium <- wf] Checks buffer exhausted, constructs CBaseIntelligentPointer via copy, increments position; vector push_back pattern confirmed.
0076a0a0	std::vector<CBrainUpdateZone>::vector	[forge-autoname conf=medium <- wf] Copy-constructs vector, allocates 0x14-byte chunks, calls _Copy_backward; vector move constructor confirmed.
0076fb00	std::vector<uint[6]>::vector	[forge-autoname conf=medium <- wf] Copy-constructs vector, allocates 0x18-byte (6*uint) chunks, calls _Uninit_copy; vector constructor for uint[6] confirmed.
0076ff90	std::vector<CLipSyncPhoneme>::operator=	[forge-autoname conf=medium <- wf] Assigns vector via doubly-linked list traversal, copies 8-word elements via memmove, calls cleanup functions; vector assignment confirmed.
007acc90	std::map<CCharString,int>::upper_bound	[forge-autoname conf=medium <- wf] BST search comparing CCharString keys via operator<, traverses left/right; upper_bound BST search confirmed.
007c2b30	std::map<int,int>::find	[forge-autoname conf=medium <- wf] BST find with traversal at offsets +8/-left, +0xc/-right; identical pattern to 00592f92.
007cab30	TCHeroReceiveItems_AddItemToInventory	[forge-autoname conf=high <- wf] Thiscall on CTCHeroReceiveItems with param_2=CThing item, calls SetInLimbo, FUN_007cbbc0, PrepareToShowItems; item receiving logic confirmed.
007dc350	std::vector<uint>::vector	[forge-autoname conf=medium <- wf] Copy-constructs vector of dwords, allocates and populates via memmove; vector copy constructor confirmed.
007f9830	std::map<int,int>::find	[forge-autoname conf=medium <- wf] BST find identical to 00592f92 and 007c2b30; finds/sets node in binary tree structure.
008066a0	std::find<CBaseIntelligentPointer*,CBaseIntelligentPointer>	[forge-autoname conf=medium <- wf] Linear search with 0x1c-byte strides, compares via GetPItem and refcount offset +8; find algorithm for sized pointers confirmed.
00809270	CTCStockItem_IsSpecialItem	[forge-autoname conf=medium <- wf] Gets item via GetPItem, checks flag 0x100000, looks up CTCStockItem interface via LowerBound, calls GetShopTC; logic confirmed but function returns 0/1, not a boolean check.
008270e0	CVectorMap<ulong,CSoundPair>::for_each	[forge-autoname conf=medium <- wf] Iterates key-value pairs (3-dword strides), increments refcounts, calls FUN_00826dd0 for each; container iteration confirmed.
008369f0	Sound_CreateAttachedEmitter	[forge-autoname conf=high <- wf] Allocates CThingSoundEmitter, calls constructor, FUN_00836910, DoActivationSequence; creates and activates sound emitter confirmed.
00841640	std::find<char*,char>	[forge-autoname conf=medium <- wf] Linear search for char in buffer with unrolled loop (4-byte strides when possible); STL find for char arrays confirmed.
0085de40	std::vector<uint>::vector	[forge-autoname conf=medium <- wf] Copy-constructs vector of dwords, allocates and populates via loop; vector constructor confirmed.
00861e60	Animation_SelectRandomFromAbilityAnimations	[forge-autoname conf=high <- wf] Called by OnActivate, computes animation CRC, searches via Calc/UpperBound/LowerBound, filters via predicates, uses GFROR13 for random selection; ability animation picker confirmed.
008839e0	std::map<uint,int>::find	[forge-autoname conf=medium <- wf] BST find with uint keys (offset +0x10), traverses tree structure; finds node in map confirmed.
008899c0	std::vector<CFeatDef>::vector	[forge-autoname conf=medium <- wf] Copy-constructs vector, allocates 500-byte chunks (CFeatDef size), calls _Uninit_copy; feat def vector constructor confirmed.
00916d50	vector_insert	[forge-autoname conf=medium <- wf] thiscall malloc/free/memmove pattern with >>2 (4-byte elements) clearly matches vector insert
00920ff0	vector_reserve	[forge-autoname conf=medium <- wf] Checks capacity against requirement, reallocates with *0xc multiplier, standard vector resize pattern
0099b9a0	CCharString::InsertChar	[forge-autoname conf=high <- wf] thiscall CCharString, calls AllocStringData/MakeOwnCopyOfData, _Ufill for char insertion
009ab560	map_lower_bound	[forge-autoname conf=medium <- wf] BST traversal with operator< on CBasicString, returns node or parent match
009b6300	vector_insert	[forge-autoname conf=medium <- wf] thiscall >>3 (8-byte elements), malloc*8, memmove pattern matches vector insert
009b71b0	vector_insert	[forge-autoname conf=medium <- wf] thiscall >>3 (8-byte), malloc*8, calls _Uninit_copy/_Ufill, standard STL insert
009be060	list_node_destructor	[forge-autoname conf=medium <- wf] fastcall destroys linked list nodes iteratively, calls ~CCharString and free per node; destructive operation not just erase
009c2e30	vector_insert	[forge-autoname conf=medium <- wf] thiscall >>2 (4-byte), malloc*4, memmove pattern matches vector insert
009ce180	NHeroInformationScreens::CBase::~CBase	[forge-autoname conf=high <- wf] fastcall sets vtable, calls ~CPatchTesselationEdgeStrip/~CPackedUIntArray multiple times, frees arrays
009e3f60	Graphics_CopyPixelsToBuffer	[forge-autoname conf=medium <- wf] thiscall looks up format from DAT_0129ba48, copies 4-byte then byte remainder to buffer
009e4a20	CInputEvent_AllocNode	[forge-autoname conf=medium <- wf] Allocates and constructs CInputEvent in linked-list pattern; factory/allocator not just constructor
009e5c90	CSymbolMap::LoadFromFile	[forge-autoname conf=high <- wf] thiscall CSymbolMap, opens CDiskFileWin32, reads and parses via ParseBuffer, standard file load pattern
00a1de30	CNavigatorAStar::CalcWayPointWidths	[forge-autoname conf=medium <- wf] thiscall calls CalculateNavigableWidthOfLine twice, manages waypoint routing width
00a229e0	BuildEulerRotationMatrix	[forge-autoname conf=high <- wf] thiscall float*, constructs 3x3 rotation matrix from sin/cos of 3 Euler angles, normalizes columns
00a37b50	list_node_allocate	[forge-autoname conf=medium <- wf] thiscall allocates 0xc bytes, initializes self-pointers for doubly-linked list node
00a49c60	vector_copy_ctor	[forge-autoname conf=medium <- wf] thiscall vector copy, malloc size*0xc for CBrainUpdateZone, calls _Copy_backward
00a4a710	vector_insert	[forge-autoname conf=medium <- wf] thiscall /0xc (CBrainUpdateZone), malloc*0xc, calls _Copy_backward, standard STL insert
00a571a0	C2DLineF::GetDistanceToPoint	[forge-autoname conf=high <- wf] thiscall C2DLineF, calculates closest point on line segment to point with SQRT, handles endpoint/interior
00a580f0	vector_push_back	[forge-autoname conf=medium <- wf] thiscall checks param_1[4] vs param_1[8] bounds, stores element or calls resize helper
00a825d0	list_pair_init	[forge-autoname conf=medium <- wf] thiscall initializes pair of lists, malloc 0x18, calls FUN_005152c0 twice (0xc each)
00aa84f0	vector_push_back	[forge-autoname conf=medium <- wf] thiscall checks param_1[0x14] vs param_1[0x18], stores or calls resize
00adce60	vector_insert	[forge-autoname conf=medium <- wf] thiscall element size 0x18, malloc*0x18, calls allocation/copy helpers, standard insert
00b15bd0	InterpolateAnimationSequence	[forge-autoname conf=medium <- wf] fastcall allocates C3DAnimationSequence, interpolates frames between two sequences by weight
00c0c0c0	CCharString_AssignmentOp	[forge-autoname conf=medium <- wf] thiscall CCharString assignment, checks equality, calls InterlockedIncrement for reference counting
